Conf,CNo.,ION,CION,SOL,R3,R4,R5,R6,R7,R8,R9
0, 0, 1337, 0, 0, 0, 16, 12, 4, 0, 0, 0
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 5, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 9, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 10, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 13, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0
0, 14, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 23, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 24, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 26, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 27, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 28, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 29, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 30, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 31, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 32, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 33, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 34, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 35, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 36, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 37, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 38, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 39, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 40, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 41, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 42, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 43, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 44, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 45, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 46, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 47, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 48, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 49, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 50, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 51, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 52, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 53, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 54, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 55, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 56, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 57, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 58, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 59, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 60, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 61, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 62, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 63, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 64, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 65, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 66, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 67, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 68, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 69, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 70, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 71, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 72, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 73, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 74, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 75, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 76, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 77, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 78, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 79, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 80, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 81, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 82, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 83, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 84, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 85, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 86, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 87, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 88, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 89, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 90, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 91, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 92, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 93, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 94, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 95, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 96, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 97, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 98, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 99, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 100, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 101, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 102, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 103, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 104, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 105, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 106, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 107, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 108, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 109, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 110, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 111, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 112, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 113, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 114, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 115, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 116, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 117, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 118, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 119, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 120, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 121, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 122, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 123, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 124, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 125, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 126, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 127, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 128, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 129, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 130, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 131, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 132, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 133, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 134, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 135, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 136, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 137, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 138, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 139, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 140, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 141, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 142, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 143, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 144, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 145, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 146, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 147, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 148, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 149, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 150, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 151, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 152, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 153, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 154, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 155, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 156, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 157, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 158, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 159, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 160, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 161, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 162, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 163, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 164, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 165, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 166, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 167, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 168, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 169, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 170, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 171, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 172, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 173, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 174, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 175, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 176, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 177, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 178, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 179, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 180, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 181, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 182, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 183, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 184, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 185, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 186, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 187, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 188, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 189, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 190, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 191, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 192, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 193, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 194, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 195, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 196, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 197, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 198, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 199, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 200, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 201, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 202, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 203, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 204, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 205, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 206, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 207, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 208, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 209, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 210, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 211, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 212, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 213, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 1330, 0, 0, 0, 15, 15, 4, 0, 0, 0
1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 13, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 14, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 17, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 18, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 23, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 24, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 26, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 27, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 28, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 30, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 31, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 32, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 33, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 34, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 35, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 36, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 37, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 38, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 39, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 40, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 41, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 42, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 43, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 44, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 45, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 46, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 47, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 48, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 49, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 50, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 51, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 52, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 53, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 54, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 55, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 56, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 57, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 58, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 59, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 60, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 61, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 62, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 63, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 64, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 65, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 66, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 67, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 68, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 69, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 70, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 71, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 72, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 73, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 74, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 75, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 76, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 77, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 78, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 79, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 80, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 81, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 82, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 83, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 84, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 85, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 86, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 87, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 88, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 89, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 90, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 91, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 92, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 93, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 94, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 95, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 96, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 97, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 98, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 99, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 100, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 101, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 102, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 103, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 104, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 105, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 106, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 107, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 108, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 109, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 110, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 111, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 112, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 113, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 114, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 115, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 116, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 117, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 118, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 119, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 120, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 121, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 122, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 123, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 124, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 125, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 126, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 127, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 128, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 129, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 130, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 131, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 132, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 133, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 134, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 135, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 136, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 137, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 138, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 139, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 140, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 141, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 142, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 143, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 144, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 145, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 146, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 147, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 148, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 149, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 150, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 151, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 152, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 153, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 154, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 155, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 156, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 157, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 158, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 159, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 160, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 161, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 162, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 163, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 164, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 165, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 166, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 167, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 168, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 169, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 170, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 171, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 172, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 173, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 174, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 175, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 176, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 177, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 178, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 179, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 180, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 181, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 182, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 183, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
